token,count,suggested_usage,source_keywords,sample_titles
s22플러스,25,검토 필요,"갤럭시 s25, 갤럭시 s25 플러스, 갤럭시 s26",갤럭시 s22플러스 핑크 자급제 256기가 | 갤럭시 S22플러스 256gb 싸게 판매합니다~! | 특S급 갤럭시  S22플러스 256GB 그린 동인천 계양중고폰
컬렉션,25,검토 필요,"닌텐도 스위치, 플스5, 아이폰 15, 애플워치",폴라프로(polarpro) 라이트체이서 필름메이커 컬렉션(아이폰15프로맥스) | (미개봉)애플워치 인터내셔널 컬렉션 대한민국 스포츠루프(38/40/41m | (미개봉)닌텐도 스위치 마리오 3d 컬렉션 미개봉 팝니다
구형,25,검토 필요,"닌텐도 스위치, 아이패드, 플스5, 갤럭시 s25",구형 아이패드 부품용 일괄 | 닌텐도 스위치1 구형 풀박스 | 액정깨끗)닌텐도 스위치 구형 가능버전 풀박스
i9,25,검토 필요,맥북,맥북 프로 2019형 16인치 i9 1TB 16GB (박스 O) | 상태최상) imac 아이맥 2019 5K 27인치 i9 CTO | Apple MacBook Pro 15인치 i9 16gb 512gb
i5,25,검토 필요,맥북,맥북 프로 13인치 애플 노트북 i5-8세대 SSD 512GB 그레이 | 애플 맥북 프로 2019 13인치 A2159 - i5 / 256G / 1 | 애플 맥북에어 13인치 i5 16GB
한글,25,검토 필요,"플스5, 닌텐도 스위치, 맥북",정품 한컴오피스 한글 2024 for Mac 맥용한글 맥북 | 정품 한컴오피스 한글 2014 VP for Mac 맥용한글 맥북 | 정품 한컴오피스 한글 2024 for Mac 맥용한글맥북
싱글투어,25,검토 필요,애플워치,애플워치 에르메스 싱글투어 45mm 최상급 | 애플워치 에르메스 싱글투어 45mm 신품급 | 애플워치 에르메스 존도르 싱글투어(38/40/41mm)
애플워치6,25,검토 필요,애플워치,애플워치6 44m gps모델 + 정품 밀레니즈 루프 포함 | 애플워치6 44mm 2개 실버 알루미늄 외 스페이스 그레이 알루미늄 | 애플워치6 티타늄 GPS+Cellular 44mm
41,25,product_token_dictionary model 후보,애플워치,"애플워치7 41  부품용 | 애플워치 7 41 mm 블랙 악어가죽밴드, 나일론밴드, FKM고무밴드 | 티타늄 애플워치 메탈스트랩 se 9 10 41 42 mm 링크브레이슬릿"
포코피아,25,검토 필요,닌텐도 스위치,닌텐도 스위치2 포켓몬 포코피아 | 특전포함) 일본판 일판 포켓몬 포코피아 닌텐도 스위치 2 새상품 | 미개봉 X) 닌텐도 스위치2 마리오카트 월드 세트 / 포코피아 다운로드칩
특전,25,검토 필요,"닌텐도 스위치, 플스5, 다이슨",( 유닛별 구매 가능 ) 프리파라 닌텐도 스위치 특전 티켓 골드 프로모 | 포켓몬 ZA 레전드 아트북 화집 일본 예약 특전 | 닌텐도 스위치 짱구 여름방학 클리어파일 특전
프로콘,25,검토 필요,닌텐도 스위치,닌텐도스위치 프로콘 컨트롤러 판매 | 모드칩 닌텐도 스위치 OLED 화이트 + 프로콘 + 샌디스크1TB | 닌텐도 스위치 2 프로콘 2 컨트롤러 nintendo switch 2
맥세이프케이스,24,검토 필요,"아이폰 16, 아이폰 17, 아이폰 15, 갤럭시 s25, 아이폰 17 프로, 갤럭시 s25 울트라, 아이폰 17 프로 맥스, 갤럭시 s26",갤럭시S25울트라 슈피겐 나노팝맥핏 맥세이프케이스 판매합니다 | 새상품/ 갤럭시s25울트라 케이스 / 맥세이프케이스 | [새상품] 갤럭시 s26 플러스 맥세이프케이스
52,24,product_token_dictionary model 후보,"갤럭시 s25, 갤럭시 s26, 아이폰 16, 갤럭시워치",갤럭시 S25엣지 / 특S급 / 4-52 | [아이폰 16프로맥스] 어반소피스티케이션 푸퍼 미러 52 | S급)갤럭시S24 무잔상 256G 52.5만 상태굿 최저가
애플정품,24,검토 필요,"아이폰 16, 아이패드, 아이폰 17, 아이폰 17 프로, 아이폰 15, 맥북, 에어팟 프로, 애플워치","아이폰 16,17 프로, 맥스 애플정품 클리어케이스 미개봉 | [SKT]아이폰16E[/애플정품/미개봉/새상품 | [제휴카드]아이폰16E/애플정품/미개봉/새상품/애플케어"
아이폰13미니,24,검토 필요,"아이폰 17, 애플워치, 아이폰 16, 아이폰 15",(수리x) 아이폰13미니 미드나이트 배터리100 팝니다 ios16.5 | 아이폰13미니 블랙 256GB / 아이폰 16 256GB 화이트 / 아이 | 아이폰13미니 플립 지갑 카드  헬로키티 케이스 17 핸드폰 실버 그레이
캐릭터,24,검토 필요,"아이폰 16, 아이폰 17, 갤럭시 s25, 아이패드, 아이폰 17 프로 맥스, 아이폰 17 프로, 아이폰 15, 닌텐도 스위치",눈 그림 캐릭터 폰케이스 아이폰 16pro | 아이폰 16프로맥스 캐릭터 케이스 모음 | 스폰지밥 캐릭터 핸드폰 케이스 + 비즈 스트랩 아이폰16프로
상품,24,검토 필요,"맥북, 에어팟 프로, 갤럭시워치, 아이폰 17, 아이패드, 갤럭시 s25, 아이폰 15",미닛뮤트 폰케이스 버터 아이폰17 새 상품 | 새 상품) 아이폰 17 사생활 보호필름 2p | 갤럭시 S23 라벤더 512GB SSS급 상품 판매합니다
s23플러스,24,검토 필요,"갤럭시 s25, 갤럭시 s25 플러스, 갤럭시 s26",갤럭시 S23플러스 블랙 256GB 싸게 팝니다. | 갤럭시 S23플러스 블랙 256기가 | 갤럭시 S23플러스 블랙 256GB A급 팝니다.
s901,24,검토 필요,"갤럭시 s25, 갤럭시 s26",#할인가능# 갤럭시S22 (S901) 256GB 블랙 무잔상 AAA급 | 갤럭시S22 (S901) 256GB 블랙 무잔상 AAA급 - 울산중고폰 | 갤럭시S22 (S901) 256GB 그린 - 울산중고폰
본체만,24,검토 필요,"닌텐도 스위치, 에어팟 프로, 다이슨, 아이패드, 플스5, 로보락","아이패드 프로 11인치 M5 256GB Wi-Fi 본체만 상태최상 | 정품, 작동 잘되는 에어팟프로 본체만 팝니다.  실리콘 케이스1개 포함. | 에어팟 프로 2세대 C타입 본체만 상태 좋음"
컴플리트,24,검토 필요,"다이슨, 플스5, 아이패드, 닌텐도 스위치",동물의숲 포켓캠프 컴플리트 아이폰/아이패드 전용 | 디스가이아 1 컴플리트 - 로젠 퀸즈 파이니스트 에디션 (닌텐도 스위치) | ps5 포비든 웨스트 컴플리트
고장,24,검토 필요,"아이패드, 에어팟 프로, 닌텐도 스위치, 맥북, 다이슨","아이폰/아이패드/맥북 파손,부품용,고장 매입합니다 | 아이패드 파손 고장 연락주세요 | [삽니다] 아이패드 미니 6세대 (고장, 락) 삽니다."
젤다의전설,24,검토 필요,닌텐도 스위치,닌텐도 스위치 젤다의전설 야생의숨결 한글판 | 젤다의전설 야생의숨결 닌텐도스위치 알칩 판매 | 닌텐도 스위치2 젤다의전설 티어스 오브 킹덤 왕국의눈물 미개봉 판매.
카드범퍼,23,검토 필요,"갤럭시 s25, 갤럭시 s26, 갤럭시 s25 플러스, 아이폰 15, 갤럭시 s25 울트라",갤럭시S25울트라 그라데이션 카드범퍼 케이스 S938 | 갤럭시S25플러스 그라데이션 카드범퍼 케이스 S936 | 갤럭시S25엣지 그라데이션 카드범퍼 케이스 S937
검정,23,검토 필요,"갤럭시 s25 울트라, 갤럭시 s25, 아이패드, 맥북, 갤럭시 s26, 갤럭시 s25 플러스",갤럭시S25울트라 검정 256기가
s26플러스,23,검토 필요,"갤럭시 s26, 갤럭시 s26 울트라, 아이폰 16, 갤럭시 s25, 갤럭시 s25 플러스",새폰매입 중고폰매입 갤럭시매입 s26울트라 s26플러스 s26 폰매입 | 삽니다) 갤럭시 z폴드7 z플립7 s26울트라 s26플러스 s26 매입 | 매입) 갤럭시 z폴드7 z플립7 s26울트라 s26플러스 s26 삽니다
미개봉새상품,23,검토 필요,"갤럭시 s26, 아이폰 17, 에어팟 프로, 갤럭시워치, 갤럭시 s26 울트라, 다이슨, 아이폰 16, 아이폰 17 프로",자급제) 갤럭시S26울트라 512g 블루 미개봉새상품 | 갤럭시 S26울트라 512GB 미개봉새상품 | 갤럭시 S26플러스 512GB 코발트바이올렛 미개봉새상품 자급제
신품,23,검토 필요,"닌텐도 스위치, 애플워치, 플스5, 갤럭시 s26 울트라, 갤럭시 s26, 아이폰 17 프로, 아이폰 17, 아이패드",신품 갤럭시s26울트라1테라블루자급제 | 미사용 신품 하이퀄리티 애플 아이폰17프로 맥세이프 가죽케이스 블랙 | 애플 정품 아이패드 m4 케이블 신품
배터,23,검토 필요,아이폰 16,[01162] 당일발송 아이폰16e 128GB 블랙 무잔상 새상품급 배터
01162,23,검토 필요,아이폰 16,[01162] 당일발송 아이폰16e 128GB 블랙 무잔상 새상품급 배터
엠버옐로우,23,검토 필요,"갤럭시 s25, 갤럭시 s26, 갤럭시 s25 플러스",갤럭시S24플러스 512G 엠버옐로우 자급제 S급! | SS급)갤럭시 S24 플러스 엠버옐로우 512G | [01334] 당일발송 갤럭시S24 256GB 무잔상 새상품급 엠버옐로우
아이맥,23,검토 필요,"맥북, 아이패드",삽니다 맥북 프로 에어 맥미니 아이맥 아이패드 갤럭시탭 노트북 | 최고가매입 # 노트북 맥북 갤럭시탭 아이패드 프로 에어 아이맥 컴퓨터 | <매입> 갤럭시북 gram 그램노트북 맥북프로 맥북에어 아이맥 아이패드
에어13,23,검토 필요,"아이패드, 맥북",애플 아이패드 에어13(M2)13인치 256GB 퍼플 | [단순개봉] 아이패드 에어13 M3 1TB 셀룰러 블루 팝니다. | 아이패드 에어13 M2 128GB
2017,23,검토 필요,"맥북, 갤럭시 s25",2017 맥북프로13 논터치바 SSD 128GB 실버 애플입문용 | 2017 맥북프로  i5 8G 128 13인치 기본형 | 맥북 프로 13인치 2017 5 8GB 깔끔한 상태 / 바로사용가능
마리오카트,23,검토 필요,닌텐도 스위치,닌텐도 스위치2 마리오카트 월드 에디션(새상품 미개봉) | 닌텐도 스위치 마리오카트 8 디럭스 | 미개봉 닌텐도 스위치2 마리오카트 월드 에디션
4610,23,검토 필요,갤럭시 s26,"갤럭시S22플러스블랙,무잔상(4610)"
갤럭시s22플러스블랙,23,검토 필요,갤럭시 s26,"갤럭시S22플러스블랙,무잔상(4610)"
개통,22,검토 필요,"갤럭시 s25, 갤럭시 s26, 갤럭시 s25 울트라, 아이폰 15",삼성갤럭시 S25울트라 제트블랙 자급제(26년2월)개통 판매 | [25년 개통] A급. 갤럭시S25 256기가 부산중고폰 70874김해
s24플러스,22,검토 필요,"갤럭시 s25 플러스, 갤럭시 s25, 갤럭시 s26","(새제품) 갤럭시 s24플러스, s25플러스 케이스 | 신지모루 사생활보호 강화유리 풀커버 1매 갤럭시 s25플러스,s24플러스 | 갤럭시 S24플러스 512G S-급"
s9,22,검토 필요,"로보락, 갤럭시 s25 플러스, 갤럭시 s25, 갤럭시 s26 울트라, 갤럭시 s26, 갤럭시 s25 울트라","갤럭시 S25 엣지, 갤럭시탭 S9 플러스 5G, 갤럭시 버즈4 | 로보락 S9 MaxV Ultra 로봇청소기 직배수 | 로보락 S9 울트라 맥스 급처합니다."
디즈니,22,검토 필요,"아이폰 15, 아이폰 16, 아이폰 17, 닌텐도 스위치, 갤럭시 s26 울트라, 갤럭시 s26",디즈니 미키 미니 데님 갤럭시 휴대폰 케이스 갤럭시s26울트라 | 모란카노 디즈니 레트리 키치 디자인 아이폰16프로 새제품급 | 아이폰 16프로맥스 디자인스킨 디즈니 마리 퍼플 체크 휴대폰 케이스
아이폰5,22,검토 필요,아이폰 16,애플 아이폰5  16G   국내정발 상태양호 블랙 | (A급)애플 iPhone5  아이폰5  16G  국내정발 | 애플 iPhone5 아이폰5  16G   국내정발 상태양호 블랙
6s,22,검토 필요,아이폰 16,"[당일배송] 아이폰 6S 16GB~아이폰5,5s,6,7,8 사진용 | 211218 아이폰 6S 로즈골드 16G 무잔상 인스타폰 배터리성능98% | 아이폰 6S 플러스 로즈골드 16기가 팝니다"
메종키츠네,22,검토 필요,"아이폰 17, 아이폰 17 프로, 에어팟 프로, 아이폰 17 프로 맥스, 아이폰 16, 아이폰 17e, 아이폰 15",케이스티파이 메종키츠네 아이폰 케이스 16 | 아이폰17프로맥스 케이스티파이 메종키츠네 | CASETIFY 메종키츠네 아이폰17 프로 맥스
레오파드,22,검토 필요,"아이폰 17, 아이폰 17 프로, 아이폰 16, 아이폰 17 프로 맥스, 아이폰 15, 애플워치",마리끄 레오파드 호피 아이폰16프로 카드수납 케이스 | 아이폰 16 글로니 레오파드 케이스 | 아이폰 17 프로 맥스 케이스 (케이스티파이 정품 - 레오파드)
쿠로미,22,검토 필요,"아이폰 16, 아이폰 17, 아이폰 15, 아이폰 17 프로, 아이폰 17e, 아이패드",Casetify 쿠로미 블랙 폰케이스 /아이폰16e 17e 케이스 | 케이스티파이 산리오 쿠로미 마이멜로디 아이폰 16 케이스 | CASETIFY 쿠로미 아이폰16 Pro 소프트 케이스
블랙티타늄,22,검토 필요,"아이폰 16, 아이폰 15, 애플워치, 갤럭시 s26 울트라, 갤럭시 s26, 갤럭시 s25 울트라, 갤럭시 s25",아이폰 16프로 256 블랙티타늄 자급제 풀셋 | 아이폰16프로 256 블랙티타늄 자급제 | 아이폰 16프로 265 블랙티타늄 자급제 미사용
95,22,product_token_dictionary model 후보,"갤럭시 s25, 갤럭시 s25 플러스, 갤럭시 s26, 아이폰 16, 아이패드, 애플워치, 갤럭시 s26 울트라, 갤럭시 s25 울트라",아이폰 6 실버 16 95% | 갤럭시 S23 플러스 256GB S등급 크림 (95% 배터리 효율) | 갤럭시 S23 플러스 256GB S등급 라벤더 (95% 배터리 효율)
s928,22,검토 필요,"갤럭시 s25, 갤럭시 s25 울트라, 갤럭시 s26 울트라, 갤럭시 s26",#할인가능# 갤럭시S24울트라 (S928) 256GB 옐로우 AAA급 | 갤럭시S24울트라 (S928) 256GB 그레이 AAA급 - 울산중고폰 | 갤럭시S24울트라 512G 그레이(S928) 깨끗한 무잔상 판매합니다
s20,22,product_token_dictionary model 후보,"갤럭시 s25, 갤럭시 s26, 갤럭시 s25 울트라, 갤럭시 s25 플러스, 갤럭시 s26 울트라",삼성 갤럭시 s20+플러스 256GB 스카이블루 | >한정판매< 갤럭시 S20 울트라 256G 블랙 (직거래 할인) | [A+급] 갤럭시 S20 플러스 256G 레드 [22116]
애플펜슬2,22,검토 필요,아이패드,아이패드 에어4 64GB 스페이스그레이 WIFI + 애플펜슬2 | 아이패드프로3세대 11  m1 셀룰러 + 애플펜슬2 | 아이패드에어5 256gb + 애플펜슬2
airpods,22,검토 필요,에어팟 프로,[한국판]미개봉 상품 AirPods Pro 2 2025 | Airpods Pro2 | AirPods Pro 3세대 새상품 미개봉 판매합니다
링크브레이슬릿,22,검토 필요,"애플워치, 갤럭시워치",애플워치 링크브레이슬릿 스페이스블랙 38mm 신품급 | 애플워치 링크브레이슬릿 42mm 신품급 (울트라 49mm사용) | 애플워치 링크브레이슬릿 정품 사이즈별 판매합니다
월드,22,검토 필요,닌텐도 스위치,닌텐도 스위치2 마리오카트 월드 에디션(새상품 미개봉) | 미개봉 닌텐도 스위치2 마리오카트 월드 에디션 | 풀박스) 닌텐도 스위치2 마리오카트 월드 세트
소드,22,검토 필요,닌텐도 스위치,칩케이스+ 닌텐도 스위치 포켓몬스터 소드 실드 더블팩 | 닌텐도 스위치 포켓몬스터 소드/실드 2종세트 | 닌텐도 스위치 포켓몬스터 소드
아미보,22,검토 필요,닌텐도 스위치,닌텐도 스위치 아미보 미개봉 일괄 | (정품)닌텐도 스위치 동물의숲 모동숲 인기주민 아미보 카드 한글 미애 | 닌텐도 스위치 모여봐요 동물의숲 동숲 하자 아미보 카드 양도 처분 칩
슈퍼마리오,22,검토 필요,닌텐도 스위치,닌텐도 스위치 슈퍼마리오 파티 | 스위치 슈퍼마리오 오디세이 닌텐도 케이스 포함 | 닌텐도 스위치 슈퍼마리오 오디세이
프래그마타,22,검토 필요,플스5,(새제품)PS5 프래그마타 한글판 초회특전포함 | 프래그마타 플스5 | PS5 플스5 타이틀 프래그마타
공기청정기,22,검토 필요,다이슨,다이슨 퓨어쿨 공기청정기 TP04 | 다이슨 공기청정기 화이트 tp04 | 다이슨 TP04 TP06 TP09 DP04 공기청정기 호환용 리모컨 (새
3663,22,검토 필요,갤럭시 s26,"갤럭시S22핑크A급,무잔상(3663)"
갤럭시s22핑크a급,22,검토 필요,갤럭시 s26,"갤럭시S22핑크A급,무잔상(3663)"
디자인,21,검토 필요,"아이폰 16, 아이폰 17, 아이폰 15, 갤럭시 s25 울트라, 갤럭시 s25, 맥북, 다이슨",모란카노 임팩트 투명 테디 디자인 갤럭시S25울트라 케이스 새제품 | 모란카노 디즈니 레트리 키치 디자인 아이폰16프로 새제품급 | 아이폰 16 디자인 케이스 새상품(미사용)팝니다
0421,21,검토 필요,"갤럭시 s25, 갤럭시 s25 플러스, 아이폰 16, 갤럭시 s26, 갤럭시 s25 울트라, 갤럭시 s26 울트라",갤럭시S25울트라 256기가 블랙 (무잔상) / 0421 | 갤럭시S25울트라 256기가 블랙 (무잔) / 0421
플립,21,검토 필요,"갤럭시 s25, 갤럭시 s25 울트라, 갤럭시 s26, 갤럭시 s26 울트라, 아이폰 16, 아이폰 17, 갤럭시 s25 플러스, 갤럭시 s26 엣지",특가 갤럭시S25울트라 미사용 선착순 한정판매 플립/폴드/23/24/26 | 특가 갤럭시S25 미사용 선착순 한정판매 울트라/플립/23/24/26 | 특가 갤럭시S25엣지 미사용 선착순 한정판매 울트라/플립/23/24/26
삼성정품,21,검토 필요,"갤럭시 s25, 갤럭시워치, 갤럭시 s25 플러스, 갤럭시 s25 울트라, 갤럭시 s26, 갤럭시 s26 울트라",[삼성정품] 갤럭시 S25 울트라 S펜 (호환품아닌 정품) | 갤럭시S25울트라 실리콘케이스 삼성정품[미사용] | 갤럭시S25플러스실버쉐도우256GB센터판(삼성정품 올교체.액정.
